"","region","year","不识字或识字很少（人）","中专程度（人）","农业机械总动力（万千瓦）","初中程度（人）","大专及大专以上（人）","小学程度（人）","旱地面积占比（%）","水田面积占比（%）","油料播种面积（千公顷）","瓜果类播种面积（千公顷）","蔬菜播种面积（千公顷）","高中程度（人）","露地圆白菜_主产品产量（千克）","露地圆白菜_人工成本（元）","露地圆白菜_土地成本（元）","露地圆白菜_平均出售价格（元）","露地圆白菜_物质与服务费用（元）","露地大白菜_主产品产量（千克）","露地大白菜_人工成本（元）","露地大白菜_土地成本（元）","露地大白菜_平均出售价格（元）","露地大白菜_物质与服务费用（元）","露地茄子_主产品产量（千克）","露地茄子_人工成本（元）","露地茄子_土地成本（元）","露地茄子_平均出售价格（元）","露地茄子_物质与服务费用（元）","露地菜椒_主产品产量（千克）","露地菜椒_人工成本（元）","露地菜椒_土地成本（元）","露地菜椒_平均出售价格（元）","露地菜椒_物质与服务费用（元）","露地菜花_主产品产量（千克）","露地菜花_人工成本（元）","露地菜花_土地成本（元）","露地菜花_平均出售价格（元）","露地菜花_物质与服务费用（元）","露地萝卜_主产品产量（千克）","露地萝卜_人工成本（元）","露地萝卜_土地成本（元）","露地萝卜_平均出售价格（元）","露地萝卜_物质与服务费用（元）","露地西红柿_主产品产量（千克）","露地西红柿_人工成本（元）","露地西红柿_土地成本（元）","露地西红柿_平均出售价格（元）","露地西红柿_物质与服务费用（元）","露地豆角_主产品产量（千克）","露地豆角_人工成本（元）","露地豆角_土地成本（元）","露地豆角_平均出售价格（元）","露地豆角_物质与服务费用（元）","露地马铃薯_主产品产量（千克）","露地马铃薯_人工成本（元）","露地马铃薯_土地成本（元）","露地马铃薯_平均出售价格（元）","露地马铃薯_物质与服务费用（元）","露地黄瓜_主产品产量（千克）","露地黄瓜_人工成本（元）","露地黄瓜_土地成本（元）","露地黄瓜_平均出售价格（元）","露地黄瓜_物质与服务费用（元）","农作物总播种面积（千公顷）","国有农场耕地面积（千公顷）","大豆播种面积（千公顷）","小麦播种面积（千公顷）","玉米播种面积（千公顷）","稻谷播种面积（千公顷）","耕地面积（万公顷）","中籼稻_主产品产量（千克）","中籼稻_人工成本（元）","中籼稻_土地成本（元）","中籼稻_平均出售价格（元）","中籼稻_总成本（元）","中籼稻_物质与服务费用（元）","大豆_主产品产量（千克）","大豆_人工成本（元）","大豆_土地成本（元）","大豆_平均出售价格（元）","大豆_总成本（元）","大豆_物质与服务费用（元）","小麦_主产品产量（千克）","小麦_人工成本（元）","小麦_土地成本（元）","小麦_平均出售价格（元）","小麦_总成本（元）","小麦_物质与服务费用（元）","早籼稻_主产品产量（千克）","早籼稻_人工成本（元）","早籼稻_土地成本（元）","早籼稻_平均出售价格（元）","早籼稻_总成本（元）","早籼稻_物质与服务费用（元）","晚籼稻_主产品产量（千克）","晚籼稻_人工成本（元）","晚籼稻_土地成本（元）","晚籼稻_平均出售价格（元）","晚籼稻_总成本（元）","晚籼稻_物质与服务费用（元）","玉米_主产品产量（千克）","玉米_人工成本（元）","玉米_土地成本（元）","玉米_平均出售价格（元）","玉米_总成本（元）","玉米_物质与服务费用（元）","粳稻_主产品产量（千克）","粳稻_人工成本（元）","粳稻_土地成本（元）","粳稻_平均出售价格（元）","粳稻_总成本（元）","粳稻_物质与服务费用（元）","油菜籽_主产品产量（千克）","油菜籽_人工成本（元）","油菜籽_土地成本（元）","油菜籽_平均出售价格（元）","油菜籽_物质与服务费用（元）","花生_主产品产量（千克）","花生_人工成本（元）","花生_土地成本（元）","花生_平均出售价格（元）","花生_物质与服务费用（元）","柑_主产品产量（千克）","柑_人工成本（元）","柑_土地成本（元）","柑_平均出售价格（元）","柑_物质与服务费用（元）","桔_主产品产量（千克）","桔_人工成本（元）","桔_土地成本（元）","桔_平均出售价格（元）","桔_物质与服务费用（元）","苹果_主产品产量（千克）","苹果_人工成本（元）","苹果_土地成本（元）","苹果_平均出售价格（元）","苹果_物质与服务费用（元）"
"322","Guizhou",2013,NA,NA,2,NA,NA,NA,67.7,31.8,560.8,27.2,847.7,NA,3105.11,1281.7,202.82,61.45,657.05,4024.3,1334.78,168.25,49.07,644.59,2351.62,1841.35,288.02,129.73,922.7,2172.49,1741.07,255.36,136.52,702.16,NA,NA,NA,NA,NA,3633.4,1070.5,205.55,58.96,624.98,3481.06,2900.81,290.09,108.5,1249.32,1471.43,1907.75,196.2,199.59,958.57,2072.42,774.32,292.11,78.96,1054.27,2776.48,2268.34,182.66,123.81,1119.47,5390.1,1.7,128.2,251.8,778.4,684.5,454.8,419.54,1114.7,149.07,148.57,194.1,397.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.22,889.59,100.72,126.74,241.46,302.3,NA,NA,NA,NA,NA,NA,114.66,595.32,67.99,260.93,202.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Guizhou",2014,NA,NA,2,NA,NA,NA,72.3,27.5,582.1,30,924.3,NA,3590.28,1219.23,229.33,65.94,522.25,4628.31,1340.78,237.05,62.15,601.81,2961.68,2011.24,488.49,108.06,748.16,2050.66,1726.18,332.13,128.54,718.6,NA,NA,NA,NA,NA,3886.19,1185.34,193.85,73.16,503.17,2881.6,2686.3,304.82,163.26,1105.65,1441.23,2121.73,229.04,219.31,802.17,1906.44,848.98,299.74,77.07,968.14,2834.66,2159.54,193.54,110.83,840.26,5516.5,1.7,130.6,251.5,787.5,682,NA,476.29,1188.88,168.33,147.88,181.83,403.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.96,962.6,104.75,131.63,179.54,307.37,NA,NA,NA,NA,NA,NA,117.65,634.96,85.9,272.03,216.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Guizhou",2015,NA,NA,2,NA,NA,NA,72.4,27.4,591,33.4,980.2,NA,3275.24,1319.32,226.34,46.59,546.29,4082.41,1525.44,268.51,38.3,611.14,2459.91,1989,354.94,112.27,816.3,1833.8,1728.45,282.04,130.06,790.78,NA,NA,NA,NA,NA,3806.06,1509.18,200.83,61.28,498.16,3466.02,2830.9,305.49,123.77,1203.65,1576.58,2139.34,212.21,184.12,922.72,1648.34,828.2,297.27,91.4,849.54,2509.32,2389.54,188.44,112.52,924,5542.2,1.8,135.1,248.7,763.2,675.1,453.74,492.78,1146.27,170.33,144.3,172.97,412.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.67,948.36,111.65,116.4,175.11,309.33,NA,NA,NA,NA,NA,NA,128.12,654.62,87.44,258.3,218.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Guizhou",2016,NA,NA,2,NA,NA,NA,72.5,27.3,662.5,29.4,1145.1,NA,3393.62,1467.8488,229.49,57.94,536.79,4257.72,1675.1854,255.77,41.14,622.16,2429.71,2219.995,351.29,104.41,879.8,1854.1,1899.3852,283.01,128.77,744.53,NA,NA,NA,NA,NA,3922.01,1670.054,214.86,50.14,604.46,3820.41,3098.8296,321.42,90.73,1299.01,1624.35,2060.5734,238.02,164.6,906.58,1478.04,853.6156,304.7,88.64,864.38,2789.2,2327.725,200.42,108.51,926.98,5604.8,1.8,209.7,169.2,1041.6,714.2,453.02,524.68,1151.4024,172.43,142.98,163.8,419.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.91,949.4266,117.43,101.16,167.32,304.49,NA,NA,NA,NA,NA,NA,113.27,692.8178,88.49,243.39,210.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Guizhou",2017,NA,NA,2,NA,NA,NA,72.5,27.2,661.2,29.9,1253.1,NA,3687.12,1363.4321,252.18,60.18,583.61,3524.26,1508.8079,248.42,57.77,615.7,2232.94,1811.5951,457.64,123.48,837.03,1981.89,2053.609,309.29,138.34,740.18,NA,NA,NA,NA,NA,4060.5,1598.7893,234.95,66.4,591.49,2988.27,2984.9367,338.9,122.65,1224.36,2062.9,2050.2014,195.17,167.48,930.25,1554.77,860.7716,268.21,87.15,792.45,3437.46,1899.1646,183.37,157.47,919.35,5659.4,1.8,194.7,156,1006.4,700.5,451.88,510.36,1147.7666,177.45,145.31,166.95,403.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.93,927.5715,119.28,106.76,168.23,310.81,NA,NA,NA,NA,NA,NA,115.93,698.3979,92.02,270.38,211.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Guizhou",2018,NA,NA,1.5,NA,NA,NA,NA,NA,651.9,32.6,1401,NA,3640.03,1410.41,202.38,75.36,477.45,4480.51,1576.87,266.46,45.04,650.25,3457.52,2251.99,419.16,118.26,793.92,2183.69,2053.17,305.86,147.99,771.64,NA,NA,NA,NA,NA,3878.71,1560.07,207,65.61,513.48,3694.92,2936.09,295.92,103.62,1258.85,1476.66,3163.18,262.96,158.87,832.85,1474,981.07,263.42,103.99,767.17,4643.17,3096.32,255.31,106.65,937.25,5477.2,1.1,198.9,141.6,602.1,671.8,NA,504.84,1122.81,186.93,146.9,168.38,413.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.41,927.74,122.69,111.64,166.03,309.78,NA,NA,NA,NA,NA,NA,123.02,699.75,92.2,279.04,231.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Guizhou",2019,NA,NA,0.7,NA,NA,NA,74.4,25.5,598.1,32.2,1435.6,NA,3046.79,1406.79,221.27,77.65,513.25,3866.35,1608.95,270.86,50.25,651.87,2603.47,2665.8,458.09,130.54,848.34,1925.09,2018.08,278,192.77,697.27,NA,NA,NA,NA,NA,3606.56,1517.91,218.67,60.89,543.1,3736.37,2854.32,308.91,115.54,1216.98,1296.97,2842.36,296,221,865.62,1847.86,1082.62,290.13,108.4,906.95,3134.13,2494,293.79,69.69,1020.07,5481.6,1,191.8,137.2,530.6,664.7,347.26,523.48,1090.5,203.53,144.73,160.49,409.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.16,947.31,100.52,111.96,162.36,318.25,NA,NA,NA,NA,NA,NA,111.92,692.48,93.1,284.23,234.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Guizhou",2020,NA,NA,0.3,NA,NA,NA,NA,NA,579.4,28.5,1511.3,NA,3186.39,1515.07,246.26,92.56,612.05,4007.53,1671.97,239.94,66.32,638.12,2622.04,2260.82,437.29,106.46,771.28,1648.43,1946.46,328.56,181.91,667.44,NA,NA,NA,NA,NA,3298.1,1371.72,296.06,71.9,409.65,3331.34,2799.66,282.8,105.77,1185.26,1668.18,2767.03,297.24,205.96,880.23,1679.58,1063.01,269.04,116.46,925.15,1837.45,2264.63,312.68,94.41,1070.32,5475.3,1,211.8,138.1,501.5,665.1,NA,508.87,1095.39,205.47,151.95,168.12,435.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.16,1017.71,95.83,124.83,172.6,297.25,NA,NA,NA,NA,NA,NA,115.93,712.83,96.43,291.19,244.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Guizhou",2021,NA,NA,0.2,NA,NA,NA,NA,NA,502.6,27.6,1514.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5422.9,3,211.7,135.3,550.4,645.2,NA,525.9,1051.01,210.53,153.3,159.06,435.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.51,1039.8,98.05,146.04,173.87,338.78,NA,NA,NA,NA,NA,NA,114.91,698.04,100.77,298.77,236.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Liaoning",2000,2.18,2.52,49.1,59.4,0.8,26.85,NA,NA,199.5,38.4,413.2,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3622,118,301.9,117.6,1422.5,489.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Liaoning",2001,1.74,2.46,49.1,59.38,0.92,26.83,NA,NA,235.4,39.6,412.9,8.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3964.8,122.1,333.1,98.8,1566.8,515.5,NA,NA,NA,NA,NA,NA,NA,147.7,NA,NA,91.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.6,NA,NA,45.08,NA,NA,481.9,NA,NA,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.8,NA,NA,67.06,NA
"333","Liaoning",2002,1.79,2.51,54.5,60.15,1.07,26.01,NA,NA,305.9,45.8,481,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3809.2,117.7,285.4,49.8,1431.6,556.4,NA,NA,NA,NA,NA,NA,NA,157.3,NA,NA,105.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.7,NA,NA,43.72,NA,NA,504.2,NA,NA,58.21,NA,NA,NA,NA,NA,NA,NA,253.2,NA,NA,108.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296.8,NA,NA,62.63,NA
"334","Liaoning",2003,1.75,2.24,60.2,61.93,1.44,24.66,NA,NA,334.5,45.7,468.5,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3719.1,113.6,305.1,20.1,1434.9,500.6,NA,NA,NA,NA,NA,NA,NA,167.3,NA,NA,139.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.5,NA,NA,49.79,NA,NA,527.9,NA,NA,67.84,NA,NA,NA,NA,NA,NA,NA,188.6,NA,NA,171.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.8,NA,NA,64.81,NA
"335","Liaoning",2004,1.32,2.49,62.1,61.84,1.29,24.21,NA,NA,250.1,43.5,424.1,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3723.3,128.3,295.9,20.6,1598.8,544.2,NA,NA,NA,NA,NA,NA,NA,177.1,102.51,98.91,138.57,94.14,145.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.7,110.37,88.12,53.74,40.09,188.2,529.3,162.23,106.56,88.5,53.44,312.01,NA,NA,NA,NA,NA,181.1,147.26,74.4,167.01,232.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444.2,435.18,103.2,94.16,590.31
"336","Liaoning",2005,1.03,2.98,67.9,62.45,2.43,22.47,NA,NA,203.3,43.5,413.7,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796.7,134.2,253.5,22.3,1792.5,568.4,NA,NA,NA,NA,NA,NA,NA,156.6,99.03,113.48,131.26,103.56,126.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.1,116.61,102.5,55.23,46.52,192.12,521.2,174.95,139.27,94.95,60.38,334.61,NA,NA,NA,NA,NA,172.6,157.42,102.33,185.22,239.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414.5,397.51,133.34,98.3,560.4
"337","Liaoning",2006,1.19,3.03,68.2,63.61,2.41,21.18,NA,NA,106.6,34.6,354,8.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3627.2,137.9,128.9,8,1983.1,624.9,NA,NA,NA,NA,NA,NA,NA,149.5,110.76,118.59,143.56,113.33,125.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.3,124.34,116.06,63.47,49.88,204.13,536.9,195.26,213.85,100.33,68.23,345.45,NA,NA,NA,NA,NA,177.5,136.72,124.38,214.7,264.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1253.7,455.31,267.02,130.04,622.62
"338","Liaoning",2007,1.46,2.89,80.6,63.79,2.87,20.76,80.4,15.8,106.8,40.2,376,8.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3703.9,139.5,130.4,12.4,1998.6,660.6,NA,NA,NA,NA,NA,NA,NA,152.6,115.93,152.09,227.02,130.13,138.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.3,134.11,151.7,75.52,55.64,207.83,563.3,196.3,246.2,87.21,69.43,362.57,NA,NA,NA,NA,NA,228.4,156.87,141.41,308.15,290.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2248.7,663.51,378.43,126.4,816.53
"339","Liaoning",2008,0.8,3.3,84.5,65.1,3.4,20.1,80.4,15.8,167.5,46.5,388.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716.2,145.2,181,10.3,1884.9,658.7,NA,NA,NA,NA,NA,NA,NA,181.4,117.15,164.38,179.58,125.39,184.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.5,144.76,167.85,74.26,60.38,263.59,544.8,211.36,226.81,96.67,76.73,423.29,NA,NA,NA,NA,NA,224.1,171.1,172.46,176.42,331.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930.2,695.59,355.21,108.44,1185.33
"340","Liaoning",2009,0.8,3.3,97.1,65.4,3.9,19.2,80.4,15.8,277.3,46.7,402.7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3919.1,147.3,164.1,8.8,1964.1,656.7,NA,NA,NA,NA,NA,NA,NA,138.78,130.51,179.01,204.31,170.43,177.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.27,161,184.42,81.65,79.12,272.89,571.84,229.99,236.67,112.23,75.67,427.68,NA,NA,NA,NA,NA,206.83,177.87,198.96,300.12,302.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2188.9,976.9,508.65,152.82,1322.8
"341","Liaoning",2010,0.7,3.3,98.8,65.8,4.1,18.5,80.4,15.8,347.4,48.6,430.2,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4073.8,146.6,123.4,7.5,2093,677.5,NA,NA,NA,NA,NA,NA,NA,166.58,151.85,193.57,208.79,155.15,185.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.32,195.4,188.56,98.57,82.57,274.6,465.95,294.62,279.62,148.92,106.39,463.17,NA,NA,NA,NA,NA,200.59,251.45,233.64,286.46,323.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1791.34,1443.81,550.03,226.78,1484.56
"342","Liaoning",2011,1.5,1.5,106.8,66.5,2.6,23,80.4,15.8,392,50.4,465.4,4.8,3739.92,924.05,269.21,38.91,607.29,5561.49,780.88,240.12,13.22,502.16,3381.91,1148.05,288.48,76.95,821.65,3861.05,1264.18,283.41,85.57,593.16,NA,NA,NA,NA,NA,3134.17,78.12,244.25,10.47,97.72,4305.29,1413.52,265.8,86.16,864.64,2452.97,1043.47,230.65,108.15,615.09,1561.65,327.92,273.94,42.64,806.57,4151.89,1221.41,300,88.44,919.4,4145.7,156.1,120.2,6.9,2134.6,659.6,NA,NA,NA,NA,NA,NA,NA,182.46,177.21,216.74,213.17,160.98,207.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.52,244.4,212.3,108.36,80.67,318.52,550.86,353.14,326.42,145.05,105.56,529.99,NA,NA,NA,NA,NA,193.17,297.7,245.53,325.5,380.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869.52,1631.68,548.85,186.03,1297.66
"343","Liaoning",2012,1.4,1.6,113.6,66.6,2.7,22.7,80.4,15.8,376.7,53.4,487.1,5,3632.62,1204.09,182.5,60.99,615.24,6709.75,1047.63,247.08,12.62,516.7,4639.48,1790.32,366.2,93.67,1166.99,3657.68,1744.81,275.09,110.23,714.64,NA,NA,NA,NA,NA,3465.21,142.1,162.22,12.25,154.05,4848.43,2150.96,266.09,78.51,928.97,1889.94,1446.59,168.89,94.08,645.48,1683.68,420.13,270.4,53.51,771.68,3701.95,2084.44,259.29,99.58,1090.72,4210.6,154.9,115.8,6.8,2206.7,661.8,NA,NA,NA,NA,NA,NA,NA,192.42,243.3,243.27,258.54,180.76,222.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.17,335.29,235.63,118.01,91.46,352.13,544.49,396.64,365.46,155.28,119.72,590.35,NA,NA,NA,NA,NA,236.31,409.31,265.69,365.78,379.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611.13,2096.92,553.34,177,1283.51
"344","Liaoning",2013,NA,NA,115.5,NA,NA,NA,80.4,15.8,354.7,58,492.1,NA,3386.06,1383.84,214.04,42.9,650.28,6078.29,1138.5,265.99,33.33,506.81,5080.53,2021.83,405,82.07,1356.48,2700.16,2080,376.21,94.72,804.32,NA,NA,NA,NA,NA,3315.01,212.93,170.83,21.83,170.5,4754.51,2707.29,268.26,75.32,914.89,1775.06,1898.39,243.34,130.86,793.79,1572.81,447.58,244.8,72.89,781.63,4483.65,2522.23,304.42,73.46,1093.95,4208.8,155.1,114.9,5.6,2245.6,649.2,499,NA,NA,NA,NA,NA,NA,186.93,290.58,256.31,250.33,208.78,249.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.67,389.63,247.33,112.79,97.19,366.54,557.72,459.88,370.05,143.66,123.15,604.38,NA,NA,NA,NA,NA,307.23,461.68,345.36,240.79,456.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645.63,2470.62,557.79,180.55,1309.33
"345","Liaoning",2014,NA,NA,118.1,NA,NA,NA,83,13.5,314,58.5,473.7,NA,4572.93,1443.9,270,23.65,617.11,6894.47,1275.65,274.04,27.82,419.28,4765.57,2151.22,380.1,63.03,1263.95,2043.9,2044.08,390.23,72.61,739.06,NA,NA,NA,NA,NA,3345.52,357.49,202.56,21.42,174.92,4730.06,2962.8,268.08,83.03,954.28,1409.76,1835.37,310.47,131.36,710.34,1541.9,504.65,185.77,65.92,732.93,3743.77,2534.12,284.35,83.99,1265.33,4164.1,154.8,106.4,5.8,2330.1,562.1,NA,NA,NA,NA,NA,NA,NA,141.66,259.05,254,236.01,269.11,270.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.04,371.6,322.13,115.45,109.99,373.39,631.95,429.31,403.07,149.3,109.78,591.37,NA,NA,NA,NA,NA,188.38,392.8,313.52,339.94,362.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346.99,2655.45,599.74,229.42,1246.27
